timestamp,dest,src,rssi
1730229280.984717,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229281.0206058,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229281.3509295,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229281.4436214,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229282.438991,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229282.7321157,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229283.0925303,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229283.5540571,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229284.0412958,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229284.2340474,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229284.431434,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229284.886163,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229285.148952,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229285.4064715,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229285.956339,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229285.997313,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229286.0330548,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229286.139224,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229286.2400281,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229286.3241606,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229287.0528774,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229287.0714684,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-54
1730229287.2009442,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229287.38418,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229287.801998,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229288.060939,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229288.3035293,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229288.7874177,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229289.649178,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229289.679576,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229289.9724681,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229290.4393373,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229290.6805284,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229290.7123632,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229290.9248757,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229290.9466906,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229291.2283354,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229291.475492,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229291.494071,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229291.698443,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-55
1730229291.9354777,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-55
1730229292.1476572,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229292.4007015,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229292.660331,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229292.7955344,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229293.073104,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229293.284376,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-55
1730229293.4822855,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229293.550012,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229293.5871181,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229293.7406135,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229293.7814574,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229293.8291872,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229294.0287058,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229294.0663943,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229294.3080668,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229294.7295425,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229295.0798306,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229295.1876106,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229295.353462,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229295.651142,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229296.033427,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229296.184136,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229296.957363,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-44
1730229297.0194635,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-43
1730229297.713865,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-44
1730229298.2551196,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229298.526737,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229299.588198,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229299.6199543,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229301.0045233,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229301.2190678,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-55
1730229301.2867448,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-55
1730229301.4761097,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229301.5036373,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229301.684935,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229301.9852424,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229302.0590973,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229303.7480993,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229304.1095104,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229304.1725273,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229304.4156,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229304.6647272,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229304.8832066,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229304.9378967,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229304.9683928,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229305.1896834,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-54
1730229305.2311962,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229305.4478693,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229305.4599695,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-45
1730229306.8200903,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229307.112291,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229307.1466408,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229307.9273074,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229309.1010168,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229309.5050125,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229309.7444067,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229309.9945197,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-54
1730229310.129048,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229310.4179692,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229311.1000893,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229311.1487925,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229311.4307632,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229311.555729,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229311.8508465,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229312.3561249,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229312.4008265,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229312.692267,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229313.6202366,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229314.2223973,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229314.8684964,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229314.9117472,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229315.4450605,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229316.06635,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229316.1332157,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229316.645752,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229317.556444,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-47
1730229317.6097105,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229318.1429148,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229319.0163708,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229319.0577319,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
1730229319.7936106,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-46
1730229320.2797036,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229320.333707,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229320.8336704,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229321.0220988,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-54
1730229321.0744424,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-54
1730229321.5800312,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229321.7387884,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-45
1730229321.9060273,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-53
1730229322.1577554,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-51
1730229323.1601822,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229323.7185133,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229323.9793687,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229324.0386992,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229324.5054288,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229324.5306642,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-50
1730229324.5725029,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229324.7510793,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-49
1730229325.1885295,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229325.46596,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-45
1730229325.9981945,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-48
1730229327.0657408,44:12:44:69:9d:f2,d8:3a:dd:2f:4c:cc,-52
