timestamp,time,x_a,y_a,z_a,x_m,y_m,z_m,x_g,y_g,z_g
1730229256.5102074,14:14:16,0.039276234805583954,0.0024279258213937283,0.9799050092697144,-7.240824222564697,-8.705375671386719,5.598789691925049,0.01322910375893116,-0.013601120561361313,-0.010078434832394123
1730229256.5703106,14:14:16,0.04970141127705574,-0.005065743811428547,0.9908714294433594,-11.286245346069336,-14.048904418945312,8.977584838867188,0.016037845984101295,-0.010377582162618637,-0.015497611835598946
1730229256.630064,14:14:16,0.044852495193481445,0.0014567554462701082,0.984535276889801,-13.101653099060059,-16.270967483520508,10.084001541137695,0.01603407971560955,-0.014984345063567162,0.006320458371192217
1730229256.6828716,14:14:16,0.04097335785627365,-0.0,0.9855100512504578,-13.736193656921387,-17.403783798217773,10.893485069274902,0.03442303091287613,-0.016177557408809662,0.015303350985050201
1730229256.742597,14:14:16,0.045579832047224045,0.0007283777231350541,0.9991570711135864,-14.108838081359863,-17.35286521911621,10.776175498962402,0.02312064915895462,0.007318168878555298,0.019895847886800766
1730229256.8023055,14:14:16,0.037579119205474854,0.0007283777231350541,0.9991570711135864,-14.154426574707031,-17.65790367126465,10.122679710388184,0.0513886883854866,0.025707140564918518,-7.714610546827316e-05
1730229256.8620148,14:14:16,0.039276234805583954,0.01699548028409481,0.9813672304153442,-14.049636840820312,-17.74534797668457,10.137443542480469,0.011406373232603073,0.01208531204611063,5.485117435455322e-05
1730229256.921728,14:14:16,0.051883429288864136,0.06118372827768326,0.9701571464538574,-13.994203567504883,-17.909164428710938,10.332210540771484,0.012906212359666824,-0.02221851795911789,0.0003053750842809677
1730229256.9744372,14:14:16,0.054550331085920334,0.00048558515845797956,0.999400794506073,-14.166464805603027,-17.455045700073242,10.538211822509766,0.020660649985074997,-0.0033171940594911575,0.011682539246976376
1730229257.0341663,14:14:17,0.04994386062026024,0.011411250568926334,0.9981822967529297,-14.188011169433594,-17.72495460510254,10.750496864318848,0.0076455362141132355,0.01832270249724388,0.020556891337037086
1730229257.0980422,14:14:17,0.04024602472782135,0.008740533143281937,0.9789302349090576,-14.048813819885254,-17.89918327331543,10.774344444274902,0.010358497500419617,-0.022800888866186142,-0.013800215907394886
1730229257.1488197,14:14:17,0.044610049575567245,0.0048558516427874565,0.9962327480316162,-14.17619514465332,-17.601974487304688,11.335440635681152,0.02335914969444275,0.005369272083044052,-0.0014679497107863426
1730229257.2059119,14:14:17,0.04388270899653435,0.00048558515845797956,0.999400794506073,-14.420807838439941,-17.312265396118164,12.074684143066406,0.025738760828971863,0.024797692894935608,0.011920438148081303
1730229257.2595832,14:14:17,0.045337386429309845,0.0009711703169159591,0.9911150336265564,-14.574141502380371,-17.59300994873047,12.223616600036621,-0.0033280029892921448,-0.006711486726999283,-0.014704381115734577
1730229257.3198903,14:14:17,0.04218558967113495,0.004127473570406437,0.9886780977249146,-14.87139892578125,-17.75710678100586,12.251051902770996,0.02413720265030861,0.0009881611913442612,-0.007944202981889248
1730229257.3801992,14:14:17,0.04945896565914154,0.002185133285820484,0.9877033233642578,-14.797728538513184,-17.516633987426758,12.468535423278809,0.018472187221050262,0.0034188684076070786,-0.0023632561787962914
1730229257.440668,14:14:17,0.04364026337862015,0.007769362535327673,0.9916024804115295,-14.960895538330078,-17.494571685791016,13.030871391296387,0.028977345675230026,-0.00030083954334259033,-0.010970606468617916
1730229257.497532,14:14:17,0.04800429195165634,0.0026707183569669724,0.9365270137786865,-14.908501625061035,-17.26206398010254,12.462769508361816,0.014386996626853943,0.019884757697582245,-0.003544127568602562
1730229257.557643,14:14:17,0.044367603957653046,0.007769362535327673,0.9879470467567444,-14.816934585571289,-17.099140167236328,12.186979293823242,0.009710755199193954,0.01302490197122097,-0.010452049784362316
1730229257.6111157,14:14:17,0.04024602472782135,0.0012139629106968641,0.9786865711212158,-14.70517635345459,-17.168174743652344,12.58834457397461,0.03848995268344879,-0.0036917179822921753,0.0013648699969053268
1730229257.6715186,14:14:17,0.044367603957653046,0.0014567554462701082,1.059593915939331,-14.895816802978516,-17.086151123046875,12.298501968383789,0.005493920296430588,-0.007182354107499123,-0.007341355085372925
1730229257.737093,14:14:17,0.04145825281739235,0.0048558516427874565,0.9916024804115295,-14.945688247680664,-17.139751434326172,12.426008224487305,0.003621436655521393,0.0019901450723409653,-0.0056343674659729
1730229257.7905922,14:14:17,0.03442732244729996,-0.0004824517818633467,0.9881907105445862,-14.74564266204834,-17.0334415435791,12.289448738098145,0.009134359657764435,-0.009382234886288643,0.000943867489695549
1730229257.8440557,14:14:17,0.047034505754709244,0.0016995479818433523,0.999400794506073,-14.976651191711426,-17.43408966064453,12.196157455444336,-0.0055993832647800446,0.015029074624180794,-0.015013559721410275
1730229257.9009566,14:14:17,0.039276234805583954,0.006069814320653677,0.9850226640701294,-14.595016479492188,-17.21718406677246,12.510306358337402,0.012370835989713669,-0.0017419513314962387,0.008154604583978653
1730229257.95455,14:14:17,0.05236831679940224,-0.005306969862431288,0.9879470467567444,-14.67012882232666,-17.334394454956055,12.914491653442383,0.014949966222047806,0.007008903659880161,0.007751327473670244
1730229258.0115044,14:14:18,0.03879134729504585,0.011654043570160866,0.9850226640701294,-14.647193908691406,-17.256193161010742,12.173067092895508,0.0034288428723812103,-0.0030196215957403183,-0.002650422975420952
1730229258.06505,14:14:18,0.045822277665138245,0.0029135108925402164,0.9972074627876282,-14.80020809173584,-17.295738220214844,12.027140617370605,-0.003751792013645172,-0.001363757997751236,-0.0048822928220033646
1730229258.118321,14:14:18,0.044852495193481445,0.00024279257922898978,0.9945268034934998,-14.875908851623535,-17.30978012084961,12.69605541229248,0.02541617676615715,0.01467808336019516,0.005422672722488642
1730229258.1788235,14:14:18,0.04824673756957054,0.01068287342786789,0.9959890246391296,-14.855905532836914,-17.30146026611328,12.354377746582031,-0.01733112335205078,0.012298581190407276,0.001967049203813076
1730229258.2356725,14:14:18,0.04218558967113495,0.009711703285574913,0.9752748012542725,-14.739424705505371,-17.173450469970703,12.580498695373535,0.01793934404850006,0.0007154699414968491,-0.0025852127000689507
1730229258.2961385,14:14:18,0.04315537214279175,0.007526569999754429,0.9928209781646729,-14.636804580688477,-17.412845611572266,12.042043685913086,0.004209920763969421,0.00115131214261055,-0.011315981857478619
1730229258.350971,14:14:18,0.04800429195165634,0.005584229249507189,0.9947705268859863,-14.598128318786621,-17.35212516784668,12.461682319641113,0.006251804530620575,0.011459755711257458,-0.0029394440352916718
1730229258.4169846,14:14:18,0.04218558967113495,0.012382421642541885,0.9830730557441711,-15.324336051940918,-17.009666442871094,14.305408477783203,0.007366769015789032,-0.013220533728599548,-0.010497426614165306
1730229258.4708817,14:14:18,0.04824673756957054,0.002185133285820484,0.9979385733604431,-14.87146282196045,-16.92013168334961,14.231147766113281,0.0014881640672683716,0.005790018476545811,-0.014403964392840862
1730229258.529339,14:14:18,0.04921652376651764,0.0009711703169159591,0.9925772547721863,-14.66845417022705,-16.795856475830078,13.684839248657227,0.00044054165482521057,-0.001805633306503296,0.01132721733301878
1730229258.5881793,14:14:18,0.05261076241731644,-0.004100840073078871,0.9920898675918579,-14.41802978515625,-16.786561965942383,13.013570785522461,0.008672736585140228,0.016063056886196136,0.008199028670787811
