timestamp,time,x_a,y_a,z_a,x_m,y_m,z_m,x_g,y_g,z_g
1730402112.7498038,14:15:12,-0.03431015461683273,-0.022192781791090965,0.9316530227661133,-7.756052494049072,-9.254436492919922,7.038875102996826,-0.0011682379990816116,-0.02165279909968376,-0.012019623070955276
1730402112.8187876,14:15:12,-0.004689877387136221,-0.0282234288752079,0.9679639339447021,-12.42657470703125,-15.217123985290527,11.331941604614258,0.023230554535984993,-0.01679961569607258,-0.005556986667215824
1730402112.9003253,14:15:12,-0.019253181293606758,-0.014473553746938705,0.9679639339447021,-14.423585891723633,-17.72370147705078,13.023857116699219,0.03702268749475479,-0.00556804658845067,-0.017702940851449966
1730402113.000179,14:15:13,-0.019253181293606758,-0.018815619871020317,0.9760059118270874,-15.034100532531738,-18.91022300720215,13.504949569702148,0.06432832777500153,0.017372814938426018,-0.014965126290917397
1730402113.0903049,14:15:13,-0.017031658440828323,-0.016403360292315483,0.9789302349090576,-15.56082534790039,-19.49991798400879,13.761825561523438,0.03640715032815933,0.012174753472208977,-0.0057974886149168015
1730402113.1857095,14:15:13,-0.013329125009477139,-0.02749975211918354,0.9723504185676575,-15.665164947509766,-19.1677188873291,13.868151664733887,0.029602648690342903,0.005638955160975456,0.004250240512192249
1730402113.289097,14:15:13,-0.01727849617600441,-0.023640137165784836,0.9628462195396423,-15.756217956542969,-19.35760498046875,13.920257568359375,0.025363042950630188,-0.00417027622461319,0.003066028468310833
1730402113.3924391,14:15:13,-0.019500017166137695,-0.012061295099556446,0.9781991243362427,-15.980834007263184,-19.281362533569336,14.216720581054688,0.007295135408639908,-0.006494871806353331,8.218549191951752e-05
1730402113.495813,14:15:13,-0.02172153629362583,-0.02050420083105564,0.973325252532959,-15.841036796569824,-19.089862823486328,13.77989387512207,-0.006903074681758881,-0.014544025994837284,-0.008826548233628273
1730402113.5991502,14:15:13,-0.01900634355843067,-0.021710330620408058,0.9781991243362427,-16.219947814941406,-19.126440048217773,13.610307693481445,0.01627296209335327,-0.010773074813187122,-0.00572139210999012
1730402113.703803,14:15:13,-0.020734194666147232,-0.018091943114995956,0.9764932990074158,-15.922664642333984,-19.39059829711914,14.569976806640625,-0.004396481439471245,0.0024771683383733034,-0.0012468770146369934
1730402113.7815058,14:15:13,-0.024189893156290054,-0.02388136461377144,0.9640647172927856,-15.905937194824219,-19.226383209228516,14.491744041442871,0.03207537531852722,-0.017595931887626648,-0.00841538980603218
1730402113.846254,14:15:13,-0.019746851176023483,-0.0176094900816679,0.9889218211174011,-15.925515174865723,-18.899738311767578,15.055588722229004,0.016132496297359467,-0.008744044229388237,-0.004138760268688202
1730402113.9041207,14:15:13,-0.019500017166137695,-0.0176094900816679,0.9830730557441711,-15.826191902160645,-18.590383529663086,15.146383285522461,0.0030480660498142242,-0.005167408846318722,-0.0036410968750715256
1730402113.957823,14:15:13,-0.023449387401342392,-0.014714779332280159,0.9757621884346008,-15.911083221435547,-18.53636932373047,15.602025032043457,0.016704697161912918,-0.007181726396083832,-0.0006805472075939178
1730402114.018325,14:15:14,-0.01999368704855442,-0.01833316870033741,0.974299967288971,-15.91323471069336,-18.68553352355957,16.4510555267334,0.029316924512386322,-0.015472625382244587,-0.004323221743106842
1730402114.075882,14:15:14,-0.021227866411209106,-0.015679681673645973,0.9852663278579712,-15.828761100769043,-18.767120361328125,16.205825805664062,0.025326073169708252,-0.015565115958452225,-0.010997030884027481
1730402114.1362784,14:15:14,-0.019253181293606758,-0.01833316870033741,0.984535276889801,-16.018754959106445,-18.451871871948242,16.547815322875977,0.0013312548398971558,-0.01665198616683483,-0.004386574029922485
1730402114.189928,14:15:14,-0.025670906528830528,-0.014956005848944187,0.9806361198425293,-16.02090072631836,-18.76923179626465,15.908258438110352,0.0245593823492527,-0.0014733732677996159,-0.0037936028093099594
1730402114.2502582,14:15:14,-0.019253181293606758,-0.01688581332564354,0.9857537150382996,-15.940346717834473,-18.752676010131836,15.433245658874512,0.0005432106554508209,1.5630386769771576e-05,-0.0045166462659835815
1730402114.3178697,14:15:14,-0.019500017166137695,-0.023640137165784836,0.987459659576416,-16.0299129486084,-18.38582420349121,16.840055465698242,0.0034526772797107697,0.011813015677034855,0.007339688949286938
1730402114.3792903,14:15:14,-0.02295571379363537,-0.01519723143428564,0.9774680733680725,-16.23805046081543,-18.242515563964844,17.740863800048828,0.002171151340007782,-0.01158401183784008,-0.0011600423604249954
1730402114.4453404,14:15:14,-0.019500017166137695,-0.016644585877656937,0.9830730557441711,-16.379749298095703,-18.505807876586914,18.373550415039062,0.01355394721031189,0.006848169025033712,0.0024588629603385925
